pad	cobo	asad	aget	chan	row	col
-1		3	3	0	6	-1	-1
-1		3	3	0	7	-1	-1
-1		3	3	0	8	-1	-1
-1		3	3	0	9	-1	-1
-1		3	3	0	10	-1	-1
-1		3	3	0	11	-1	-1
-1		3	3	0	12	-1	-1
-1		3	3	0	13	-1	-1
-1		3	3	0	14	-1	-1
-1		3	3	0	15	-1	-1
-1		3	3	0	16	-1	-1
-1		3	3	0	17	-1	-1
-1		3	3	0	18	-1	-1
-1		3	3	0	19	-1	-1
-1		3	3	0	20	-1	-1
-1		3	3	0	21	-1	-1
-1		3	3	0	22	-1	-1
-1		3	3	0	23	-1	-1
-1		3	3	0	24	-1	-1
-1		3	3	0	25	-1	-1
-1		3	3	0	26	-1	-1
-1		3	3	0	27	-1	-1
-1		3	3	0	28	-1	-1
-1		3	3	0	29	-1	-1
-1		3	3	0	30	-1	-1
-1		3	3	0	31	-1	-1
-1		3	3	0	32	-1	-1
-1		3	3	0	33	-1	-1
-1		3	3	0	34	-1	-1
-1		3	3	0	35	-1	-1
-1		3	3	0	36	-1	-1
-1		3	3	0	37	-1	-1
-1		3	3	0	38	-1	-1
-1		3	3	0	39	-1	-1
-1		3	3	0	40	-1	-1
-1		3	3	0	41	-1	-1
-1		3	3	0	42	-1	-1
-1		3	3	0	43	-1	-1
-1		3	3	0	44	-1	-1
-1		3	3	0	45	-1	-1
-1		3	3	0	46	-1	-1
-1		3	3	0	47	-1	-1
-1		3	3	0	48	-1	-1
-1		3	3	0	49	-1	-1
-1		3	3	0	50	-1	-1
-1		3	3	0	51	-1	-1
-1		3	3	0	52	-1	-1
-1		3	3	0	53	-1	-1
-1		3	3	0	54	-1	-1
-1		3	3	0	55	-1	-1
-1		3	3	0	56	-1	-1
-1		3	3	0	57	-1	-1
-1		3	3	0	58	-1	-1
-1		3	3	0	59	-1	-1
-1		3	3	0	60	-1	-1
-1		3	3	0	61	-1	-1
-1		3	3	0	62	-1	-1
-1		3	3	0	63	-1	-1
-1		3	3	0	64	-1	-1
-1		3	3	0	65	-1	-1
-1		3	3	0	66	-1	-1
-1		3	3	0	67	-1	-1
-1		3	3	1	0	-1	-1
-1		3	3	1	1	-1	-1
-1		3	3	1	2	-1	-1
-1		3	3	1	3	-1	-1
-1		3	3	1	4	-1	-1
-1		3	3	1	5	-1	-1
-1		3	3	1	6	-1	-1
-1		3	3	1	7	-1	-1
-1		3	3	1	8	-1	-1
-1		3	3	1	9	-1	-1
-1		3	3	1	10	-1	-1
-1		3	3	1	11	-1	-1
-1		3	3	1	12	-1	-1
-1		3	3	1	13	-1	-1
-1		3	3	1	14	-1	-1
-1		3	3	1	15	-1	-1
-1		3	3	1	16	-1	-1
-1		3	3	1	17	-1	-1
-1		3	3	1	18	-1	-1
-1		3	3	1	19	-1	-1
-1		3	3	1	20	-1	-1
-1		3	3	1	21	-1	-1
-1		3	3	1	22	-1	-1
-1		3	3	1	23	-1	-1
-1		3	3	1	24	-1	-1
-1		3	3	1	25	-1	-1
-1		3	3	1	26	-1	-1
-1		3	3	1	27	-1	-1
-1		3	3	1	28	-1	-1
-1		3	3	1	29	-1	-1
-1		3	3	1	30	-1	-1
-1		3	3	1	31	-1	-1
-1		3	3	1	32	-1	-1
-1		3	3	1	33	-1	-1
-1		3	3	1	34	-1	-1
-1		3	3	1	35	-1	-1
-1		3	3	1	36	-1	-1
-1		3	3	1	37	-1	-1
-1		3	3	1	38	-1	-1
-1		3	3	1	39	-1	-1
-1		3	3	1	40	-1	-1
-1		3	3	1	41	-1	-1
-1		3	3	1	42	-1	-1
-1		3	3	1	43	-1	-1
-1		3	3	1	44	-1	-1
-1		3	3	1	45	-1	-1
-1		3	3	1	46	-1	-1
-1		3	3	1	47	-1	-1
-1		3	3	1	48	-1	-1
-1		3	3	1	49	-1	-1
-1		3	3	1	50	-1	-1
-1		3	3	1	51	-1	-1
-1		3	3	1	52	-1	-1
-1		3	3	1	53	-1	-1
-1		3	3	1	54	-1	-1
-1		3	3	1	55	-1	-1
-1		3	3	1	56	-1	-1
-1		3	3	1	57	-1	-1
-1		3	3	1	58	-1	-1
-1		3	3	1	59	-1	-1
-1		3	3	1	60	-1	-1
-1		3	3	1	61	-1	-1
-1		3	3	1	62	-1	-1
-1		3	3	1	63	-1	-1
-1		3	3	1	64	-1	-1
-1		3	3	1	65	-1	-1
-1		3	3	1	66	-1	-1
-1		3	3	1	67	-1	-1
-1		3	3	2	0	-1	-1
-1		3	3	2	1	-1	-1
-1		3	3	2	2	-1	-1
-1		3	3	2	3	-1	-1
-1		3	3	2	4	-1	-1
-1		3	3	2	5	-1	-1
-1		3	3	2	6	-1	-1
-1		3	3	2	7	-1	-1
-1		3	3	2	8	-1	-1
-1		3	3	2	9	-1	-1
-1		3	3	2	10	-1	-1
-1		3	3	2	11	-1	-1
-1		3	3	2	12	-1	-1
-1		3	3	2	13	-1	-1
-1		3	3	2	14	-1	-1
-1		3	3	2	15	-1	-1
-1		3	3	2	16	-1	-1
-1		3	3	2	17	-1	-1
-1		3	3	2	18	-1	-1
-1		3	3	2	19	-1	-1
-1		3	3	2	20	-1	-1
-1		3	3	2	21	-1	-1
-1		3	3	2	22	-1	-1
-1		3	3	2	23	-1	-1
-1		3	3	2	24	-1	-1
-1		3	3	2	25	-1	-1
-1		3	3	2	26	-1	-1
-1		3	3	2	27	-1	-1
-1		3	3	2	28	-1	-1
-1		3	3	2	29	-1	-1
-1		3	3	2	30	-1	-1
-1		3	3	2	31	-1	-1
-1		3	3	2	32	-1	-1
-1		3	3	2	33	-1	-1
-1		3	3	2	34	-1	-1
-1		3	3	2	35	-1	-1
-1		3	3	2	36	-1	-1
-1		3	3	2	37	-1	-1
-1		3	3	2	38	-1	-1
-1		3	3	2	39	-1	-1
-1		3	3	2	40	-1	-1
-1		3	3	2	41	-1	-1
-1		3	3	2	42	-1	-1
-1		3	3	2	43	-1	-1
-1		3	3	2	44	-1	-1
-1		3	3	2	45	-1	-1
-1		3	3	2	46	-1	-1
-1		3	3	2	47	-1	-1
-1		3	3	2	48	-1	-1
-1		3	3	2	49	-1	-1
-1		3	3	2	50	-1	-1
-1		3	3	2	51	-1	-1
-1		3	3	2	52	-1	-1
-1		3	3	2	53	-1	-1
-1		3	3	2	54	-1	-1
-1		3	3	2	55	-1	-1
-1		3	3	2	56	-1	-1
-1		3	3	2	57	-1	-1
-1		3	3	2	58	-1	-1
-1		3	3	2	59	-1	-1
-1		3	3	2	60	-1	-1
-1		3	3	2	61	-1	-1
-1		3	3	2	62	-1	-1
-1		3	3	2	63	-1	-1
-1		3	3	2	64	-1	-1
-1		3	3	2	65	-1	-1
-1		3	3	2	66	-1	-1
-1		3	3	2	67	-1	-1
-1		3	3	3	0	-1	-1
-1		3	3	3	1	-1	-1
-1		3	3	3	2	-1	-1
-1		3	3	3	3	-1	-1
-1		3	3	3	4	-1	-1
-1		3	3	3	5	-1	-1
-1		3	3	3	6	-1	-1
-1		3	3	3	7	-1	-1
-1		3	3	3	8	-1	-1
-1		3	3	3	9	-1	-1
-1		3	3	3	10	-1	-1
-1		3	3	3	11	-1	-1
-1		3	3	3	12	-1	-1
-1		3	3	3	13	-1	-1
-1		3	3	3	14	-1	-1
-1		3	3	3	15	-1	-1
-1		3	3	3	16	-1	-1
-1		3	3	3	17	-1	-1
-1		3	3	3	18	-1	-1
-1		3	3	3	19	-1	-1
-1		3	3	3	20	-1	-1
-1		3	3	3	21	-1	-1
-1		3	3	3	22	-1	-1
-1		3	3	3	23	-1	-1
-1		3	3	3	24	-1	-1
-1		3	3	3	25	-1	-1
-1		3	3	3	26	-1	-1
-1		3	3	3	27	-1	-1
-1		3	3	3	28	-1	-1
-1		3	3	3	29	-1	-1
-1		3	3	3	30	-1	-1
-1		3	3	3	31	-1	-1
-1		3	3	3	32	-1	-1
-1		3	3	3	33	-1	-1
-1		3	3	3	34	-1	-1
-1		3	3	3	35	-1	-1
-1		3	3	3	36	-1	-1
-1		3	3	3	37	-1	-1
-1		3	3	3	38	-1	-1
-1		3	3	3	39	-1	-1
-1		3	3	3	40	-1	-1
-1		3	3	3	41	-1	-1
-1		3	3	3	42	-1	-1
-1		3	3	3	43	-1	-1
-1		3	3	3	44	-1	-1
-1		3	3	3	45	-1	-1
-1		3	3	3	46	-1	-1
-1		3	3	3	47	-1	-1
-1		3	3	3	48	-1	-1
-1		3	3	3	49	-1	-1
-1		3	3	3	50	-1	-1
-1		3	3	3	51	-1	-1
-1		3	3	3	52	-1	-1
-1		3	3	3	53	-1	-1
-1		3	3	3	54	-1	-1
-1		3	3	3	55	-1	-1
-1		3	3	3	56	-1	-1
-1		3	3	3	57	-1	-1
-1		3	3	3	58	-1	-1
-1		3	3	3	59	-1	-1
-1		3	3	3	60	-1	-1
-1		3	3	3	61	-1	-1
-1		3	3	3	62	-1	-1
-1		3	3	3	63	-1	-1
-1		3	3	3	64	-1	-1
-1		3	3	3	65	-1	-1
-1		3	3	3	66	-1	-1
-1		3	3	3	67	-1	-1
